"IDSample","AccX","AccY","AccZ"
3802,-0.066,0.148,0.988
3803,-0.071,0.133,0.971
3804,-0.067,0.103,0.95
3805,-0.051,0.065,0.927
3806,-0.021,0.031,0.905
3807,0.021,0.013,0.89
3808,0.066,0.015,0.887
3809,0.107,0.037,0.896
3810,0.134,0.07,0.915
3811,0.142,0.11,0.937
3812,0.129,0.147,0.956
3813,0.097,0.173,0.968
3814,0.052,0.183,0.971
3815,0,0.172,0.963
3816,-0.047,0.146,0.943
3817,-0.082,0.112,0.91
3818,-0.094,0.083,0.87
3819,-0.081,0.067,0.831
3820,-0.047,0.065,0.805
3821,0,0.071,0.801
3822,0.046,0.079,0.823
3823,0.08,0.084,0.868
3824,0.095,0.086,0.928
3825,0.093,0.084,0.992
3826,0.082,0.08,1.047
3827,0.072,0.075,1.086
3828,0.071,0.072,1.104
3829,0.079,0.076,1.102
3830,0.09,0.092,1.082
3831,0.095,0.119,1.051
3832,0.092,0.148,1.014
3833,0.08,0.17,0.98
3834,0.061,0.177,0.952
3835,0.04,0.167,0.938
3836,0.019,0.144,0.94
3837,0.002,0.113,0.96
3838,-0.007,0.083,0.995
3839,-0.002,0.06,1.035
3840,0.019,0.052,1.068
3841,0.053,0.06,1.082
3842,0.093,0.082,1.075
3843,0.127,0.106,1.051
3844,0.142,0.124,1.018
3845,0.131,0.132,0.982
3846,0.094,0.13,0.948
3847,0.039,0.125,0.916
3848,-0.02,0.124,0.886
3849,-0.069,0.127,0.861
3850,-0.097,0.131,0.844
3851,-0.101,0.128,0.84
3852,-0.086,0.117,0.852
3853,-0.063,0.096,0.877
3854,-0.044,0.07,0.913
3855,-0.033,0.044,0.953
3856,-0.028,0.02,0.987
3857,-0.019,0.002,1.008
3858,-0.002,-0.006,1.012
3859,0.026,0.002,1.002
3860,0.057,0.025,0.985
3861,0.08,0.059,0.968
3862,0.085,0.097,0.96
3863,0.071,0.131,0.964
3864,0.043,0.157,0.98
3865,0.008,0.174,1.005
3866,-0.021,0.179,1.032
3867,-0.036,0.171,1.055
3868,-0.032,0.151,1.066
3869,-0.009,0.124,1.061
3870,0.024,0.095,1.041
3871,0.057,0.072,1.012
3872,0.079,0.055,0.985
3873,0.083,0.044,0.966
3874,0.071,0.035,0.959
3875,0.05,0.029,0.96
3876,0.029,0.028,0.966
3877,0.016,0.033,0.972
3878,0.012,0.046,0.971
3879,0.016,0.062,0.96
3880,0.023,0.079,0.939
3881,0.028,0.096,0.91
3882,0.03,0.109,0.876
3883,0.025,0.118,0.846
3884,0.015,0.121,0.826
3885,0.002,0.118,0.823
3886,-0.008,0.108,0.839
3887,-0.011,0.097,0.873
3888,-0.002,0.086,0.922
3889,0.016,0.079,0.979
3890,0.043,0.075,1.041
3891,0.073,0.072,1.1
3892,0.101,0.07,1.15
3893,0.123,0.068,1.184
3894,0.132,0.067,1.2
3895,0.129,0.068,1.198
3896,0.115,0.071,1.179
3897,0.096,0.075,1.147
3898,0.078,0.081,1.107
3899,0.063,0.09,1.066
3900,0.05,0.098,1.028
3901,0.039,0.102,0.997
3902,0.027,0.098,0.974
3903,0.016,0.088,0.958
3904,0.005,0.073,0.948
3905,-0.003,0.058,0.941
3906,-0.009,0.048,0.937
3907,-0.013,0.044,0.938
3908,-0.018,0.046,0.943
3909,-0.024,0.054,0.951
3910,-0.031,0.065,0.956
3911,-0.037,0.078,0.954
3912,-0.039,0.09,0.943
3913,-0.035,0.098,0.925
3914,-0.025,0.098,0.901
3915,-0.012,0.088,0.878
3916,0,0.07,0.862
3917,0.005,0.049,0.855
3918,0.005,0.027,0.861
3919,0.003,0.012,0.879
3920,0.006,0.006,0.906
3921,0.017,0.01,0.938
3922,0.04,0.024,0.972
3923,0.069,0.045,1.006
3924,0.095,0.068,1.039
3925,0.109,0.087,1.068
3926,0.106,0.1,1.09
3927,0.086,0.109,1.1
3928,0.058,0.117,1.094
3929,0.03,0.127,1.071
3930,0.01,0.14,1.035
3931,-0.002,0.152,0.991
3932,-0.009,0.156,0.946
3933,-0.016,0.148,0.905
3934,-0.025,0.129,0.872
3935,-0.033,0.102,0.85
3936,-0.034,0.074,0.84
3937,-0.023,0.053,0.844
3938,-0.001,0.044,0.861
3939,0.027,0.046,0.891
3940,0.051,0.058,0.929
3941,0.065,0.072,0.967
3942,0.068,0.083,0.996
3943,0.063,0.09,1.009
3944,0.056,0.097,1.003
3945,0.052,0.107,0.98
3946,0.052,0.12,0.946
3947,0.053,0.131,0.91
3948,0.048,0.133,0.879
3949,0.035,0.123,0.858
3950,0.016,0.102,0.85
3951,-0.002,0.08,0.852
3952,-0.013,0.062,0.864
3953,-0.009,0.051,0.885
3954,0.009,0.043,0.912
3955,0.036,0.035,0.942
3956,0.064,0.03,0.97
3957,0.087,0.029,0.993
3958,0.104,0.038,1.009
3959,0.114,0.056,1.019
3960,0.118,0.08,1.025
3961,0.116,0.105,1.03
3962,0.107,0.127,1.032
3963,0.087,0.146,1.032
3964,0.056,0.16,1.029
3965,0.018,0.165,1.022
3966,-0.021,0.153,1.008
3967,-0.052,0.12,0.985
3968,-0.067,0.074,0.954
3969,-0.06,0.024,0.921
3970,-0.032,-0.012,0.894
3971,0.007,-0.028,0.882
3972,0.047,-0.021,0.891
3973,0.075,0.001,0.923
3974,0.084,0.029,0.971
3975,0.075,0.055,1.024
3976,0.056,0.075,1.072
3977,0.037,0.087,1.105
3978,0.024,0.091,1.118
3979,0.018,0.088,1.108
3980,0.016,0.08,1.075
3981,0.013,0.072,1.025
3982,0.007,0.068,0.964
3983,0.001,0.07,0.903
3984,-0.004,0.076,0.85
3985,-0.003,0.081,0.812
3986,0.004,0.079,0.795
3987,0.014,0.066,0.802
3988,0.023,0.044,0.833
3989,0.029,0.021,0.883
3990,0.033,0.003,0.944
3991,0.037,-0.003,1.008
3992,0.043,0.007,1.062
3993,0.052,0.031,1.098
3994,0.062,0.063,1.108
3995,0.068,0.096,1.095
3996,0.065,0.123,1.062
3997,0.052,0.139,1.019
3998,0.029,0.14,0.971
3999,0.002,0.125,0.925
4000,-0.022,0.101,0.885
4001,-0.033,0.075,0.855
4002,-0.025,0.054,0.837
4003,0.002,0.047,0.831
4004,0.044,0.054,0.836
4005,0.091,0.072,0.847
4006,0.129,0.095,0.859
4007,0.149,0.113,0.87
4008,0.146,0.121,0.875
4009,0.122,0.118,0.873
4010,0.084,0.107,0.864
4011,0.039,0.092,0.852
4012,-0.003,0.077,0.842
4013,-0.038,0.067,0.844
4014,-0.063,0.06,0.861
4015,-0.078,0.057,0.896
4016,-0.083,0.055,0.943
4017,-0.077,0.053,0.994
4018,-0.061,0.05,1.04
4019,-0.036,0.045,1.073
4020,-0.005,0.039,1.09
4021,0.027,0.033,1.089
4022,0.053,0.029,1.069
4023,0.068,0.029,1.032
4024,0.069,0.034,0.985
4025,0.058,0.043,0.935
4026,0.039,0.056,0.89
4027,0.018,0.071,0.86
4028,0,0.089,0.851
4029,-0.015,0.105,0.864
4030,-0.026,0.115,0.898
4031,-0.033,0.117,0.944
4032,-0.035,0.106,0.995
4033,-0.029,0.086,1.039
4034,-0.012,0.06,1.068
4035,0.015,0.037,1.077
4036,0.049,0.02,1.064
4037,0.083,0.013,1.032
4038,0.114,0.015,0.987
4039,0.138,0.022,0.935
4040,0.151,0.032,0.881
4041,0.149,0.04,0.834
4042,0.131,0.044,0.798
4043,0.096,0.046,0.781
4044,0.05,0.048,0.785
4045,0.001,0.05,0.815
4046,-0.04,0.055,0.867
4047,-0.067,0.064,0.936
4048,-0.077,0.076,1.011
4049,-0.069,0.087,1.082
4050,-0.047,0.092,1.141
4051,-0.018,0.086,1.178
4052,0.012,0.068,1.187
4053,0.039,0.045,1.167
4054,0.059,0.025,1.123
4055,0.073,0.016,1.065
4056,0.08,0.02,1.008
4057,0.081,0.034,0.965
4058,0.074,0.053,0.945
4059,0.059,0.071,0.949
4060,0.038,0.085,0.973
4061,0.015,0.093,1.009
4062,-0.004,0.09,1.046
4063,-0.014,0.076,1.076
4064,-0.011,0.05,1.09
4065,0.003,0.019,1.086
4066,0.026,-0.007,1.067
4067,0.052,-0.018,1.034
4068,0.078,-0.009,0.995
4069,0.1,0.02,0.955
4070,0.117,0.061,0.92
4071,0.125,0.105,0.894
4072,0.121,0.14,0.88
4073,0.104,0.159,0.878
4074,0.073,0.158,0.888
4075,0.034,0.138,0.902
4076,-0.004,0.107,0.917
4077,-0.03,0.072,0.929
4078,-0.034,0.039,0.937
4079,-0.012,0.012,0.949
4080,0.034,-0.006,0.969
4081,0.094,-0.014,1.003
4082,0.152,-0.013,1.052
4083,0.193,-0.003,1.113
4084,0.21,0.01,1.179
4085,0.201,0.024,1.242
4086,0.174,0.035,1.291
4087,0.138,0.045,1.318
4088,0.1,0.06,1.32
4089,0.063,0.084,1.296
4090,0.028,0.116,1.252
4091,-0.003,0.15,1.192
4092,-0.025,0.175,1.118
4093,-0.035,0.183,1.035
4094,-0.03,0.172,0.947
4095,-0.011,0.144,0.867
4096,0.017,0.109,0.809
4097,0.047,0.072,0.785
4098,0.069,0.042,0.798
4099,0.078,0.022,0.845
4100,0.077,0.015,0.913
4101,0.071,0.021,0.987
4102,0.065,0.036,1.055
4103,0.061,0.054,1.106
4104,0.053,0.066,1.133
4105,0.035,0.067,1.131
4106,0.005,0.056,1.097
4107,-0.034,0.038,1.031
4108,-0.071,0.024,0.938
4109,-0.097,0.018,0.83
4110,-0.103,0.021,0.719
4111,-0.087,0.031,0.622
4112,-0.056,0.04,0.551
4113,-0.019,0.045,0.517
4114,0.011,0.045,0.524
4115,0.026,0.043,0.57
4116,0.025,0.042,0.645
4117,0.013,0.045,0.735
4118,-0.002,0.049,0.826
4119,-0.015,0.052,0.906
4120,-0.026,0.052,0.967
4121,-0.037,0.047,1.003
4122,-0.053,0.042,1.011
4123,-0.075,0.039,0.99
4124,-0.098,0.037,0.944
4125,-0.114,0.033,0.877
4126,-0.116,0.025,0.797
4127,-0.1,0.012,0.716
4128,-0.068,-0.003,0.643
4129,-0.028,-0.013,0.591
4130,0.006,-0.016,0.568
4131,0.021,-0.014,0.582
4132,0.009,-0.009,0.631
4133,-0.023,-0.004,0.707
4134,-0.063,0,0.793
4135,-0.094,0.008,0.873
4136,-0.102,0.022,0.931
4137,-0.085,0.042,0.957
4138,-0.049,0.063,0.95
4139,-0.009,0.078,0.911
4140,0.021,0.082,0.848
4141,0.032,0.071,0.771
4142,0.026,0.05,0.69
4143,0.011,0.025,0.618
4144,0,0.003,0.569
4145,0.001,-0.01,0.553
4146,0.015,-0.015,0.581
4147,0.037,-0.014,0.656
4148,0.061,-0.012,0.776
4149,0.077,-0.012,0.934
4150,0.084,-0.015,1.118
4151,0.083,-0.017,1.31
4152,0.083,-0.015,1.491
4153,0.093,-0.005,1.64
4154,0.119,0.014,1.738
4155,0.16,0.038,1.771
4156,0.209,0.061,1.737
4157,0.257,0.077,1.643
4158,0.288,0.08,1.509
4159,0.295,0.071,1.359
4160,0.275,0.053,1.215
4161,0.233,0.033,1.093
4162,0.184,0.02,1.005
4163,0.143,0.016,0.957
4164,0.124,0.019,0.955
4165,0.133,0.026,0.999
4166,0.162,0.033,1.085
4167,0.198,0.038,1.201
4168,0.227,0.041,1.327
4169,0.244,0.045,1.439
4170,0.248,0.052,1.515
4171,0.245,0.063,1.537
4172,0.239,0.074,1.5
4173,0.233,0.082,1.41
4174,0.222,0.081,1.286
4175,0.2,0.074,1.145
4176,0.161,0.063,1.005
4177,0.104,0.059,0.875
4178,0.035,0.069,0.761
4179,-0.035,0.096,0.667
4180,-0.098,0.135,0.603
4181,-0.148,0.171,0.579
4182,-0.186,0.19,0.604
4183,-0.215,0.185,0.679
4184,-0.234,0.164,0.792
4185,-0.244,0.14,0.925
4186,-0.236,0.126,1.053
4187,-0.208,0.125,1.147
4188,-0.157,0.133,1.186
4189,-0.091,0.141,1.16
4190,-0.024,0.144,1.069
4191,0.023,0.141,0.926
4192,0.039,0.134,0.752
4193,0.019,0.126,0.572
4194,-0.025,0.116,0.409
4195,-0.077,0.102,0.283
4196,-0.118,0.082,0.208
4197,-0.136,0.054,0.191
4198,-0.126,0.022,0.228
4199,-0.096,-0.009,0.312
4200,-0.054,-0.032,0.426
4201,-0.01,-0.046,0.556
4202,0.035,-0.051,0.684
4203,0.076,-0.046,0.798
4204,0.114,-0.029,0.891
4205,0.145,-0.002,0.96
4206,0.164,0.028,1.004
4207,0.165,0.049,1.023
4208,0.145,0.05,1.016
4209,0.107,0.03,0.981
4210,0.065,-0.003,0.921
4211,0.032,-0.037,0.844
4212,0.022,-0.063,0.766
4213,0.034,-0.075,0.71
4214,0.058,-0.078,0.702
4215,0.077,-0.075,0.757
4216,0.081,-0.07,0.885
4217,0.069,-0.059,1.081
4218,0.054,-0.039,1.324
4219,0.056,-0.008,1.582
4220,0.091,0.03,1.816
4221,0.163,0.065,1.987
4222,0.257,0.085,2.066
4223,0.353,0.083,2.043
4224,0.419,0.069,1.931
4225,0.431,0.06,1.76
4226,0.379,0.066,1.563
4227,0.279,0.086,1.365
4228,0.161,0.114,1.191
4229,0.058,0.14,1.058
4230,-0.006,0.153,0.973
4231,-0.028,0.148,0.94
4232,-0.019,0.13,0.953
4233,0.004,0.11,1.001
4234,0.025,0.097,1.065
4235,0.039,0.096,1.13
4236,0.049,0.108,1.183
4237,0.056,0.129,1.216
4238,0.06,0.15,1.225
4239,0.061,0.165,1.21
4240,0.054,0.172,1.176
4241,0.038,0.172,1.13
4242,0.01,0.171,1.081
4243,-0.024,0.171,1.041
4244,-0.058,0.171,1.019
4245,-0.08,0.17,1.019
4246,-0.085,0.166,1.041
4247,-0.07,0.154,1.082
4248,-0.037,0.132,1.135
4249,0.012,0.102,1.194
4250,0.076,0.068,1.247
4251,0.151,0.035,1.285
4252,0.231,0.005,1.3
4253,0.308,-0.021,1.289
4254,0.37,-0.043,1.254
4255,0.409,-0.061,1.198
4256,0.42,-0.072,1.13
4257,0.402,-0.069,1.056
4258,0.357,-0.049,0.985
4259,0.292,-0.009,0.918
4260,0.216,0.045,0.857
4261,0.14,0.1,0.801
4262,0.071,0.144,0.746
4263,0.011,0.17,0.694
4264,-0.043,0.176,0.649
4265,-0.097,0.167,0.617
4266,-0.151,0.148,0.601
4267,-0.201,0.124,0.607
4268,-0.235,0.099,0.633
4269,-0.242,0.07,0.678
4270,-0.218,0.038,0.735
4271,-0.169,0,0.8
4272,-0.104,-0.04,0.867
4273,-0.036,-0.076,0.932
4274,0.024,-0.096,0.995
4275,0.066,-0.095,1.055
4276,0.086,-0.072,1.115
4277,0.086,-0.033,1.177
4278,0.074,0.011,1.24
4279,0.056,0.052,1.303
4280,0.038,0.082,1.359
4281,0.022,0.1,1.4
4282,0.011,0.105,1.418
4283,0.009,0.099,1.408
4284,0.02,0.081,1.367
4285,0.041,0.052,1.296
4286,0.066,0.018,1.201
4287,0.081,-0.014,1.092
4288,0.081,-0.04,0.985
4289,0.066,-0.058,0.887
4290,0.041,-0.069,0.809
4291,0.015,-0.071,0.756
4292,-0.005,-0.063,0.732
4293,-0.017,-0.041,0.74
4294,-0.019,-0.003,0.776
4295,-0.013,0.043,0.834
4296,0.001,0.087,0.902
4297,0.02,0.115,0.97
4298,0.043,0.12,1.024
4299,0.068,0.104,1.058
4300,0.091,0.077,1.068
4301,0.11,0.05,1.054
4302,0.124,0.033,1.026
4303,0.135,0.029,0.991
4304,0.142,0.035,0.961
4305,0.144,0.046,0.949
4306,0.137,0.054,0.963
4307,0.12,0.053,1.012
4308,0.097,0.041,1.097
4309,0.074,0.024,1.208
4310,0.061,0.006,1.328
4311,0.066,-0.004,1.436
4312,0.096,-0.003,1.511
4313,0.154,0.009,1.535
4314,0.236,0.025,1.498
4315,0.332,0.037,1.402
4316,0.428,0.037,1.26
4317,0.505,0.022,1.094
4318,0.548,-0.006,0.93
4319,0.547,-0.037,0.79
4320,0.502,-0.061,0.696
4321,0.422,-0.07,0.659
4322,0.325,-0.062,0.685
4323,0.229,-0.038,0.77
4324,0.151,-0.006,0.898
4325,0.1,0.023,1.049
4326,0.076,0.042,1.2
4327,0.073,0.048,1.328
4328,0.082,0.042,1.417
4329,0.096,0.026,1.455
4330,0.11,0.006,1.435
4331,0.124,-0.012,1.357
4332,0.135,-0.024,1.234
4333,0.145,-0.03,1.084
4334,0.149,-0.028,0.928
4335,0.145,-0.023,0.787
4336,0.128,-0.015,0.682
4337,0.096,-0.005,0.629
4338,0.052,0.003,0.638
4339,0.001,0.009,0.712
4340,-0.05,0.011,0.838
4341,-0.092,0.008,0.999
4342,-0.12,0.001,1.167
4343,-0.129,-0.006,1.317
4344,-0.118,-0.008,1.428
4345,-0.092,-0.003,1.484
4346,-0.057,0.009,1.478
4347,-0.026,0.021,1.417
4348,-0.01,0.031,1.317
4349,-0.017,0.035,1.198
4350,-0.046,0.035,1.079
4351,-0.086,0.033,0.968
4352,-0.127,0.03,0.87
4353,-0.154,0.029,0.789
4354,-0.163,0.03,0.725
4355,-0.153,0.033,0.682
4356,-0.131,0.039,0.661
4357,-0.105,0.046,0.664
4358,-0.078,0.054,0.692
4359,-0.054,0.061,0.741
4360,-0.032,0.065,0.805
4361,-0.01,0.063,0.875
4362,0.011,0.057,0.946
4363,0.031,0.05,1.011
4364,0.049,0.046,1.069
4365,0.065,0.047,1.115
4366,0.08,0.053,1.146
4367,0.097,0.06,1.156
4368,0.12,0.064,1.141
4369,0.149,0.061,1.098
4370,0.183,0.055,1.031
4371,0.217,0.045,0.951
4372,0.245,0.036,0.869
4373,0.264,0.026,0.8
4374,0.27,0.014,0.756
4375,0.263,-0.002,0.749
4376,0.245,-0.02,0.782
4377,0.22,-0.038,0.851
4378,0.194,-0.05,0.947
4379,0.174,-0.05,1.054
4380,0.164,-0.036,1.157
4381,0.162,-0.013,1.241
4382,0.168,0.012,1.294
4383,0.175,0.031,1.309
4384,0.177,0.037,1.283
4385,0.173,0.03,1.219
4386,0.159,0.013,1.125
4387,0.136,-0.006,1.016
4388,0.104,-0.019,0.909
4389,0.061,-0.024,0.817
4390,0.012,-0.019,0.755
4391,-0.039,-0.008,0.73
4392,-0.085,0.003,0.744
4393,-0.117,0.01,0.793
4394,-0.128,0.011,0.867
4395,-0.114,0.008,0.952
4396,-0.076,0.005,1.033
4397,-0.019,0.003,1.101
4398,0.046,0.005,1.145
4399,0.108,0.009,1.161
4400,0.158,0.017,1.147
4401,0.186,0.028,1.107
4402,0.19,0.041,1.05
4403,0.17,0.051,0.988
4404,0.135,0.054,0.934
4405,0.093,0.051,0.9
4406,0.054,0.041,0.894
4407,0.024,0.028,0.92
4408,0.006,0.017,0.97
4409,0,0.014,1.035
4410,0.007,0.021,1.101
4411,0.023,0.036,1.154
4412,0.047,0.053,1.183
4413,0.072,0.065,1.179
4414,0.096,0.066,1.138
4415,0.115,0.054,1.063
4416,0.126,0.036,0.96
4417,0.129,0.019,0.84
4418,0.124,0.011,0.718
4419,0.113,0.014,0.611
4420,0.098,0.028,0.534
4421,0.08,0.049,0.498
4422,0.059,0.071,0.513
4423,0.036,0.09,0.579
4424,0.014,0.104,0.689
4425,-0.003,0.112,0.832
4426,-0.009,0.113,0.985
4427,0,0.106,1.128
4428,0.025,0.089,1.24
4429,0.061,0.061,1.307
4430,0.102,0.025,1.323
4431,0.14,-0.014,1.288
4432,0.171,-0.05,1.212
4433,0.191,-0.076,1.113
4434,0.201,-0.089,1.01
4435,0.201,-0.089,0.922
4436,0.195,-0.079,0.865
4437,0.182,-0.062,0.845
4438,0.163,-0.042,0.859
4439,0.14,-0.021,0.896
4440,0.116,0.003,0.946
4441,0.095,0.031,0.993
4442,0.077,0.064,1.03
4443,0.063,0.096,1.049
4444,0.051,0.118,1.048
4445,0.04,0.12,1.028
4446,0.03,0.099,0.994
4447,0.025,0.059,0.952
4448,0.026,0.009,0.913
4449,0.035,-0.035,0.884
4450,0.053,-0.064,0.875
4451,0.075,-0.073,0.891
4452,0.095,-0.065,0.932
4453,0.109,-0.047,0.99
4454,0.113,-0.026,1.056
4455,0.106,-0.007,1.118
4456,0.092,0.006,1.163
4457,0.076,0.016,1.185
4458,0.063,0.022,1.179
4459,0.059,0.024,1.146
4460,0.066,0.022,1.091
4461,0.079,0.016,1.025
4462,0.096,0.008,0.96
4463,0.109,0.001,0.907
4464,0.117,-0.004,0.877
4465,0.118,-0.007,0.875
4466,0.112,-0.008,0.902
4467,0.102,-0.009,0.954
4468,0.09,-0.01,1.019
4469,0.078,-0.01,1.085
4470,0.07,-0.007,1.136
4471,0.068,0,1.164
4472,0.072,0.013,1.162
4473,0.081,0.029,1.13
4474,0.092,0.045,1.075
4475,0.103,0.057,1.004
4476,0.107,0.059,0.93
4477,0.101,0.049,0.862
4478,0.085,0.029,0.811
4479,0.063,0.005,0.784
4480,0.04,-0.016,0.783
4481,0.025,-0.027,0.809
4482,0.023,-0.026,0.86
4483,0.035,-0.014,0.931
4484,0.056,0.002,1.012
4485,0.08,0.02,1.09
4486,0.1,0.035,1.155
4487,0.112,0.047,1.197
4488,0.112,0.055,1.21
4489,0.1,0.057,1.191
4490,0.08,0.052,1.144
4491,0.058,0.042,1.076
4492,0.038,0.027,0.998
4493,0.028,0.011,0.923
4494,0.029,-0.003,0.86
4495,0.043,-0.012,0.82
4496,0.066,-0.018,0.81
4497,0.094,-0.019,0.83
4498,0.117,-0.018,0.878
4499,0.133,-0.014,0.944
4500,0.138,-0.007,1.015
4501,0.133,0.001,1.08
4502,0.123,0.011,1.127
4503,0.111,0.023,1.151
4504,0.098,0.036,1.15
4505,0.087,0.048,1.125
4506,0.078,0.058,1.081
4507,0.072,0.063,1.026
4508,0.07,0.062,0.968
4509,0.073,0.052,0.915
4510,0.081,0.036,0.873
4511,0.093,0.015,0.849
4512,0.108,-0.005,0.846
4513,0.124,-0.021,0.867
4514,0.136,-0.031,0.91
4515,0.143,-0.032,0.968
4516,0.143,-0.024,1.034
4517,0.139,-0.011,1.096
4518,0.133,0.003,1.146
4519,0.128,0.017,1.176
4520,0.124,0.025,1.181
4521,0.118,0.029,1.161
4522,0.11,0.029,1.119
4523,0.099,0.027,1.064
4524,0.085,0.023,1.003
4525,0.07,0.018,0.947
4526,0.055,0.013,0.901
4527,0.044,0.007,0.87
4528,0.039,0.002,0.854
4529,0.043,-0.002,0.854
4530,0.054,-0.006,0.866
4531,0.071,-0.01,0.885
4532,0.088,-0.014,0.906
4533,0.102,-0.017,0.923
4534,0.108,-0.016,0.935
4535,0.106,-0.009,0.937
4536,0.097,0.004,0.931
4537,0.083,0.02,0.915
4538,0.068,0.036,0.892
4539,0.053,0.046,0.866
4540,0.04,0.05,0.843
4541,0.03,0.045,0.825
4542,0.025,0.033,0.818
4543,0.027,0.019,0.824
4544,0.038,0.007,0.844
4545,0.055,0.001,0.88
4546,0.076,0.001,0.929
4547,0.097,0.008,0.986
4548,0.114,0.017,1.045
4549,0.127,0.025,1.098
4550,0.134,0.029,1.137
4551,0.137,0.028,1.155
4552,0.135,0.024,1.149
4553,0.131,0.017,1.12
4554,0.123,0.01,1.071
4555,0.111,0.004,1.009
4556,0.095,-0.001,0.942
4557,0.077,-0.004,0.878
4558,0.059,-0.004,0.827
4559,0.046,0,0.794
4560,0.039,0.006,0.784
4561,0.037,0.013,0.798
4562,0.04,0.018,0.834
4563,0.048,0.022,0.886
4564,0.059,0.023,0.946
4565,0.074,0.024,1.005
4566,0.093,0.026,1.055
4567,0.114,0.031,1.092
4568,0.135,0.037,1.113
4569,0.152,0.043,1.118
4570,0.162,0.047,1.109
4571,0.163,0.046,1.09
4572,0.156,0.036,1.065
4573,0.145,0.019,1.04
4574,0.135,-0.004,1.021
4575,0.13,-0.026,1.014
4576,0.13,-0.042,1.021
4577,0.135,-0.047,1.041
4578,0.141,-0.041,1.071
4579,0.147,-0.026,1.103
4580,0.15,-0.008,1.13
4581,0.15,0.008,1.144
4582,0.146,0.018,1.144
4583,0.138,0.023,1.128
4584,0.126,0.024,1.1
4585,0.112,0.023,1.063
4586,0.097,0.023,1.022
4587,0.084,0.023,0.983
4588,0.074,0.024,0.952
4589,0.07,0.024,0.932
4590,0.071,0.023,0.926
4591,0.08,0.02,0.933
4592,0.094,0.017,0.949
4593,0.114,0.013,0.972
4594,0.135,0.009,0.996
4595,0.154,0.006,1.018
4596,0.17,0.002,1.034
4597,0.18,-0.001,1.044
4598,0.182,-0.001,1.045
4599,0.176,0.002,1.04
4600,0.163,0.01,1.03
4601,0.147,0.022,1.016
4602,0.13,0.035,1.001
4603,0.116,0.043,0.988
4604,0.105,0.046,0.979
4605,0.098,0.04,0.977
4606,0.094,0.029,0.981
4607,0.093,0.017,0.991
4608,0.096,0.006,1.006
4609,0.103,0,1.023
4610,0.112,0.002,1.039
4611,0.122,0.009,1.052
4612,0.13,0.019,1.057
4613,0.135,0.03,1.054
4614,0.136,0.04,1.041
4615,0.134,0.048,1.018
4616,0.128,0.055,0.988
4617,0.12,0.06,0.954
4618,0.109,0.065,0.921
4619,0.097,0.068,0.894
4620,0.085,0.068,0.876
4621,0.074,0.066,0.87
4622,0.068,0.062,0.877
4623,0.069,0.057,0.895
4624,0.081,0.054,0.923
4625,0.1,0.052,0.955
4626,0.123,0.051,0.987
4627,0.145,0.051,1.014
4628,0.161,0.052,1.035
4629,0.167,0.054,1.047
4630,0.163,0.057,1.048
4631,0.151,0.061,1.04
4632,0.135,0.066,1.024
4633,0.12,0.072,1.002
4634,0.109,0.077,0.98
4635,0.102,0.079,0.96
4636,0.097,0.077,0.948
4637,0.094,0.067,0.943
4638,0.094,0.052,0.947
4639,0.096,0.033,0.958
4640,0.104,0.016,0.975
4641,0.115,0.003,0.997
4642,0.127,-0.003,1.02
4643,0.137,-0.001,1.041
4644,0.144,0.006,1.056
4645,0.145,0.018,1.06
4646,0.142,0.031,1.054
4647,0.134,0.042,1.036
4648,0.124,0.049,1.011
4649,0.113,0.049,0.981
4650,0.102,0.046,0.953
4651,0.093,0.041,0.93
4652,0.087,0.035,0.918
4653,0.086,0.029,0.918
4654,0.089,0.022,0.932
4655,0.098,0.016,0.957
4656,0.111,0.008,0.987
4657,0.127,0.001,1.019
4658,0.142,-0.005,1.045
4659,0.153,-0.01,1.063
4660,0.16,-0.011,1.071
4661,0.16,-0.007,1.066
4662,0.154,0.001,1.049
4663,0.144,0.013,1.022
4664,0.129,0.028,0.991
4665,0.111,0.043,0.96
4666,0.091,0.055,0.935
4667,0.073,0.059,0.916
4668,0.057,0.054,0.908
4669,0.048,0.04,0.91
4670,0.047,0.02,0.923
4671,0.056,-0.001,0.946
4672,0.073,-0.018,0.975
4673,0.097,-0.026,1.007
4674,0.124,-0.024,1.038
4675,0.15,-0.013,1.065
4676,0.17,0.002,1.083
4677,0.18,0.019,1.091
4678,0.18,0.032,1.087
4679,0.168,0.04,1.069
4680,0.151,0.043,1.039
4681,0.133,0.043,0.999
4682,0.117,0.041,0.954
4683,0.107,0.038,0.91
4684,0.103,0.035,0.874
4685,0.103,0.033,0.851
4686,0.107,0.031,0.845
4687,0.112,0.028,0.856
4688,0.116,0.024,0.884
4689,0.119,0.021,0.925
4690,0.119,0.018,0.97
4691,0.118,0.016,1.011
4692,0.117,0.017,1.04
4693,0.116,0.023,1.051
4694,0.115,0.036,1.046
4695,0.114,0.054,1.023
4696,0.111,0.076,0.989
4697,0.107,0.094,0.946
4698,0.1,0.106,0.902
4699,0.092,0.108,0.863
4700,0.083,0.098,0.835
4701,0.074,0.08,0.822
4702,0.067,0.056,0.827
4703,0.063,0.033,0.852
4704,0.066,0.014,0.893
4705,0.076,0.003,0.946
4706,0.095,0,1.004
4707,0.121,0.006,1.06
4708,0.152,0.017,1.107
4709,0.18,0.029,1.14
4710,0.199,0.039,1.154
